Orgao;14;195;287;864;899;1146;1156;1209;6191;7724;8826;9633;9985;10739;11049;11068;11428;12467;12480;12734
 diretoria do foro da comarca de arcoverde - tjpe (g1);0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0
 diretoria do foro da comarca de camaragibe - tjpe (g1);0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0
 diretoria do foro da comarca de garanhuns - tjpe (g1);0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0
 diretoria do foro da comarca de goiana - tjpe (g1);0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0
 diretoria do foro da comarca de gravata - tjpe (g1);0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0
 diretoria do foro da comarca de limoeiro - tjpe (g1);0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0
 diretoria do foro da comarca de salgueiro - tjpe (g1);0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0
 diretoria do foro da comarca de santa cruz do capibaribe - tjpe (g1);0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0
 diretoria do foro da comarca de timbaúba - tjpe (g1);0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0
 diretoria do foro da comarca de vitória de santo antão - tjpe (g1);0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0
0  amparo do são francisco - tjse (g1);0;1;6;1;2;0;0;0;0;0;25;0;1;0;0;0;0;0;0;0
0  japoatã - tjse (g1);20;3;67;1;44;0;0;2;0;0;136;1;35;0;0;1;0;0;0;1
0  malhada dos bois - tjse (g1);10;0;54;0;18;0;3;0;0;0;16;0;2;0;0;0;0;0;0;0
0  telha - tjse (g1);2;3;17;0;25;0;5;1;0;0;36;0;10;0;0;0;0;0;0;0
0 itaporanga - tjse (g1);0;1;2;0;46;0;18;2;0;0;30;0;1;0;0;0;0;0;0;0
0 moita bonita - tjse (g1);11;1;56;0;37;0;5;0;0;0;45;0;26;0;0;0;0;0;0;0
0 riachão do dantas - tjse (g1);6;11;52;0;36;0;13;3;0;2;56;0;8;0;0;0;0;0;0;1
01 acidentes trabalho de central - tjsp (g1);0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01 acidentes trabalho de santos - tjsp (g1);1;11;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
01 civel de americana - tjsp (g1);0;0;0;0;18;0;1;0;0;0;4;0;4;0;0;0;0;0;0;0
01 civel de aracatuba - tjsp (g1);0;0;0;0;10;0;5;0;0;0;2;0;0;0;0;0;0;0;0;0
01 civel de araraquara - tjsp (g1);0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01 civel de araras - tjsp (g1);0;1;0;0;9;0;3;0;0;0;1;0;2;0;0;0;0;0;0;0
01 civel de assis - tjsp (g1);0;0;0;0;9;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0
01 civel de atibaia - tjsp (g1);0;0;0;0;28;0;3;0;0;0;1;0;0;0;0;0;0;0;0;1
01 civel de avare - tjsp (g1);0;0;0;0;24;0;2;0;0;0;1;0;2;0;0;0;0;0;0;0
01 civel de barretos - tjsp (g1);0;0;0;0;16;0;11;0;0;0;3;0;3;0;0;0;0;0;0;0
01 civel de barueri - tjsp (g1);0;0;2;0;81;0;3;0;0;0;4;0;3;0;0;0;0;0;0;0
01 civel de batatais - tjsp (g1);0;0;0;0;15;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1
01 civel de bauru - tjsp (g1);0;0;0;0;10;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0
01 civel de birigui - tjsp (g1);1;0;0;0;19;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
01 civel de botucatu - tjsp (g1);0;1;0;0;11;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0
01 civel de braganca paulista - tjsp (g1);0;0;0;0;15;0;1;0;0;0;4;0;1;0;0;0;0;0;0;0
01 civel de butanta - tjsp (g1);0;0;0;0;13;0;7;0;0;0;2;0;0;0;0;0;0;0;0;0
01 civel de cacapava - tjsp (g1);0;0;0;0;5;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0
01 civel de campinas - tjsp (g1);0;0;0;0;17;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0
01 civel de caraguatatuba - tjsp (g1);0;0;0;0;8;0;4;0;0;0;2;0;2;0;0;0;0;0;0;0
01 civel de carapicuiba - tjsp (g1);0;0;2;0;8;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0
01 civel de catanduva - tjsp (g1);0;0;0;0;13;0;2;0;0;0;4;0;2;0;0;0;0;0;0;0
01 civel de central - tjsp (g1);0;0;0;0;45;0;3;0;0;0;5;0;1;0;0;0;0;0;2;0
01 civel de cotia - tjsp (g1);1;0;4;2;27;0;5;0;0;0;4;0;3;0;0;0;0;0;0;0
01 civel de cruzeiro - tjsp (g1);0;1;1;0;19;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0
01 civel de diadema - tjsp (g1);6;3;0;0;11;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0
01 civel de fernandopolis - tjsp (g1);0;0;0;0;18;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0
01 civel de franca - tjsp (g1);0;2;0;0;30;0;3;0;0;0;5;0;0;0;0;0;0;0;0;0
01 civel de franco da rocha - tjsp (g1);0;0;0;0;9;0;2;0;0;0;2;0;3;0;0;0;0;0;0;0
01 civel de guaruja - tjsp (g1);0;2;2;0;19;0;2;0;0;0;3;0;1;0;0;0;0;0;0;0
01 civel de guarulhos - tjsp (g1);1;1;0;0;52;0;2;0;0;0;3;0;10;0;0;0;0;0;0;0
01 civel de ibitinga - tjsp (g1);3;6;0;0;18;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0
01 civel de indaiatuba - tjsp (g1);0;0;0;0;33;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
01 civel de ipiranga - tjsp (g1);0;0;0;0;14;0;9;0;0;0;1;0;0;0;0;0;0;0;0;0
01 civel de itapetininga - tjsp (g1);0;2;0;0;10;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0
01 civel de itapevi - tjsp (g1);0;0;0;0;12;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0
01 civel de itaquaquecetuba - tjsp (g1);0;1;0;0;20;0;2;0;0;0;1;0;2;0;0;0;0;0;0;0
01 civel de itaquera - tjsp (g1);1;0;0;0;20;0;5;0;0;0;2;0;0;0;0;0;0;0;0;0
01 civel de itatiba - tjsp (g1);0;0;0;0;14;0;4;0;0;0;5;0;1;0;0;0;0;0;0;0
01 civel de itu - tjsp (g1);1;0;0;0;15;0;2;0;0;0;2;0;3;0;0;0;0;0;0;0
01 civel de jabaquara - tjsp (g1);0;0;0;0;26;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0
01 civel de jacarei - tjsp (g1);0;3;0;0;4;0;1;0;0;0;2;0;3;0;0;0;0;0;0;0
01 civel de jau - tjsp (g1);0;0;0;0;22;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0
01 civel de jundiai - tjsp (g1);1;1;0;1;32;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0
01 civel de lapa - tjsp (g1);0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01 civel de leme - tjsp (g1);0;1;0;0;7;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
01 civel de limeira - tjsp (g1);0;1;0;0;22;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0
01 civel de lins - tjsp (g1);0;0;0;0;7;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0
01 civel de lorena - tjsp (g1);0;0;0;0;13;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0
01 civel de marilia - tjsp (g1);0;0;0;0;14;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0
01 civel de matao - tjsp (g1);2;1;2;0;12;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
01 civel de maua - tjsp (g1);0;2;0;0;10;0;2;0;0;0;1;0;3;0;0;0;0;0;0;0
01 civel de mogi das cruzes - tjsp (g1);1;0;0;0;30;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0
01 civel de moji guacu - tjsp (g1);0;3;0;0;18;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0
01 civel de nossa senhora do o - tjsp (g1);0;0;0;0;26;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0
01 civel de olimpia - tjsp (g1);1;7;0;0;11;0;1;0;0;0;3;0;1;0;0;0;0;0;0;0
01 civel de osasco - tjsp (g1);0;0;0;0;31;0;4;0;0;0;5;0;5;0;0;0;0;0;0;0
01 civel de ourinhos - tjsp (g1);0;0;0;0;18;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
01 civel de penha - tjsp (g1);0;0;0;0;34;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
01 civel de pindamonhangaba - tjsp (g1);0;1;0;0;19;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0
01 civel de pinheiros - tjsp (g1);0;0;0;0;24;0;11;0;0;0;6;0;0;0;0;0;0;0;0;0
01 civel de piracicaba - tjsp (g1);0;0;0;0;19;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
01 civel de poa - tjsp (g1);0;0;0;0;8;0;0;0;0;0;4;0;5;0;0;0;0;0;0;0
01 civel de praia grande - tjsp (g1);0;0;0;0;26;0;7;0;0;0;4;0;1;0;0;0;0;0;0;0
01 civel de presidente prudente - tjsp (g1);0;0;0;0;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
01 civel de ribeirao preto - tjsp (g1);0;0;0;0;35;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
01 civel de rio claro - tjsp (g1);0;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
01 civel de santa barbara d oeste - tjsp (g1);0;0;0;0;9;0;1;0;0;1;1;0;2;0;0;0;0;0;0;0
01 civel de santana - tjsp (g1);0;0;0;0;28;0;6;0;0;0;6;0;0;0;0;0;0;0;0;0
01 civel de santo amaro - tjsp (g1);0;0;0;0;19;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0
01 civel de santo andre - tjsp (g1);0;0;0;0;36;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0
01 civel de santos - tjsp (g1);0;0;0;0;15;1;4;0;0;0;1;0;0;0;0;0;0;0;0;0
01 civel de sao bernardo do campo - tjsp (g1);0;0;0;0;26;0;3;0;0;0;1;0;3;0;0;0;0;0;0;0
01 civel de sao caetano do sul - tjsp (g1);0;9;0;0;32;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0
01 civel de sao carlos - tjsp (g1);0;0;0;1;7;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0
01 civel de sao joao da boa vista - tjsp (g1);0;0;0;0;11;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
01 civel de sao jose do rio preto - tjsp (g1);0;0;14;0;33;0;7;0;0;0;3;0;0;0;0;0;0;0;0;0
01 civel de sao jose dos campos - tjsp (g1);0;0;0;0;13;0;3;0;0;0;4;0;0;0;0;0;0;0;1;0
01 civel de sao miguel paulista - tjsp (g1);0;0;0;0;14;0;6;0;0;0;1;0;0;0;0;0;0;0;1;0
01 civel de sao roque - tjsp (g1);0;0;0;0;12;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
01 civel de sao sebastiao - tjsp (g1);0;0;0;2;28;0;0;0;0;1;0;0;9;0;0;0;0;0;0;0
01 civel de sao vicente - tjsp (g1);0;3;0;0;21;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
01 civel de sertaozinho - tjsp (g1);0;0;0;0;11;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0
01 civel de sorocaba - tjsp (g1);0;0;0;0;25;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0
01 civel de sumare - tjsp (g1);0;0;0;0;17;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0
01 civel de suzano - tjsp (g1);0;3;0;0;33;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0
01 civel de taboao da serra - tjsp (g1);0;2;0;0;14;0;1;0;0;0;4;0;1;0;0;0;0;0;0;0
01 civel de tatuape - tjsp (g1);0;0;0;0;20;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0
01 civel de tatui - tjsp (g1);0;2;0;0;9;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0
01 civel de taubate - tjsp (g1);0;0;0;0;11;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
01 civel de tupa - tjsp (g1);0;0;0;0;16;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
01 civel de vila prudente - tjsp (g1);0;0;0;0;13;0;6;0;0;0;3;0;0;0;0;0;0;0;0;0
01 civel de votorantim - tjsp (g1);3;0;0;0;6;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0
01 criminal de americana - tjsp (g1);0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01 criminal de aracatuba - tjsp (g1);0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01 criminal de araraquara - tjsp (g1);0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
01 criminal de assis - tjsp (g1);0;0;12;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0
01 criminal de atibaia - tjsp (g1);0;0;11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
01 criminal de avare - tjsp (g1);0;0;6;0;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0
01 criminal de barretos - tjsp (g1);0;0;5;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0
01 criminal de barueri - tjsp (g1);0;0;17;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0
01 criminal de bauru - tjsp (g1);0;0;85;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
01 criminal de birigui - tjsp (g1);0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01 criminal de botucatu - tjsp (g1);0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01 criminal de braganca paulista - tjsp (g1);0;0;21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
01 criminal de campinas - tjsp (g1);0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01 criminal de carapicuiba - tjsp (g1);0;0;20;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0
01 criminal de catanduva - tjsp (g1);0;0;12;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0
01 criminal de central - tjsp (g1);0;0;24;0;0;0;0;1;0;0;7;0;0;0;0;0;0;0;0;0
01 criminal de diadema - tjsp (g1);0;0;27;0;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0;0
01 criminal de fernandopolis - tjsp (g1);0;0;9;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
01 criminal de franca - tjsp (g1);0;0;23;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
01 criminal de guaruja - tjsp (g1);0;0;11;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0
01 criminal de guarulhos - tjsp (g1);0;0;16;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0
